Recency,Frequency,Monetary,InterpurchaseTime,ImpulseScore,Cluster_K4,Cluster_K5
25,1.6094379124341003,6.5574457470395595,0.9403882834532156,0.975609756097561,1,1
88,0.6931471805599453,4.941999501706118,0.0,1.0,0,0
63,1.3862943611198906,7.0700611857921905,0.6190392084062234,0.9857142857142858,1,1
68,1.0986122886681098,7.229403900997191,1.0522882169938712,0.9876543209876543,1,1
214,1.0986122886681098,5.87245576052578,2.4203681286504293,0.75,1,1
24,0.6931471805599453,5.944032210673093,0.0,1.0,0,0
293,0.6931471805599453,3.7612001156935624,0.0,0.0,3,3
31,0.6931471805599453,5.242487481587366,0.0,1.0,0,0
42,1.0986122886681098,5.923720895021463,1.1298648321722142,0.9523809523809523,1,1
205,1.0986122886681098,5.382198850528739,3.506557897319982,0.6666666666666666,1,1
10,2.833213344056216,8.028102966462509,1.3803946389927024,0.8352941176470589,2,2
265,0.6931471805599453,4.939354092091292,0.0,1.0,0,4
18,1.0986122886681098,6.235547334435847,1.1534205251631047,0.9859154929577465,1,1
12,1.791759469228055,7.932049829907519,0.7333132222852801,0.9836065573770492,2,2
40,1.791759469228055,7.452791006816623,1.2297734502706692,0.9659090909090909,2,2
23,2.1972245773362196,8.031398334442155,1.3692581739673229,0.9324324324324325,2,2
3,1.791759469228055,7.416558859796489,0.9249487946172696,0.8260869565217391,2,2
5,1.791759469228055,7.817879034084852,2.124336861587727,0.9183673469387755,1,1
149,1.0986122886681098,5.898937989430242,2.4526457875697787,0.9523809523809523,1,1
139,1.6094379124341003,8.008748065349305,0.9925527167077854,0.9716981132075472,2,2
128,0.6931471805599453,6.38856140554563,0.0,1.0,0,0
8,1.9459101490553132,7.197577559553778,1.4457177815906914,0.8979591836734694,2,2
17,0.6931471805599453,5.1073384426629,0.0,1.0,0,0
9,3.6375861597263857,9.716440246960428,0.3994199839097006,0.9777468706536857,2,2
161,0.6931471805599453,6.007288682454868,0.0,1.0,0,0
64,0.6931471805599453,5.181614996761894,0.0,1.0,0,0
88,1.6094379124341003,6.661931463944707,2.2512917986064953,0.8928571428571429,1,1
5,1.0986122886681098,6.5439837854231016,0.9520088144762343,0.9772727272727273,1,1
35,1.791759469228055,7.6153673369526045,1.594695630696897,0.9512195121951219,2,2
312,0.6931471805599453,4.777862193806203,0.0,1.0,0,4
78,1.0986122886681098,6.032606490439157,1.5841201044498106,0.9583333333333334,1,1
30,2.1972245773362196,7.627651492834634,3.114995694380809,0.6,1,1
24,1.3862943611198906,6.411046212773516,1.2431935174792172,0.9809523809523809,1,1
2,2.0794415416798357,7.678650228164007,1.239279618158081,0.9609375,2,2
17,1.6094379124341003,6.970636177021338,0.6849166814234299,0.9672131147540983,1,2
15,1.6094379124341003,7.316727563085719,1.1343795125267409,0.9747899159663865,1,2
26,0.6931471805599453,4.7461487792476635,0.0,1.0,0,0
64,2.1972245773362196,8.68651731297954,2.1583847440199553,0.8571428571428571,2,2
55,1.0986122886681098,6.818421206622862,0.2902298445305796,0.9897959183673469,0,0
131,1.3862943611198906,6.529272842203859,1.4260346897694047,0.972972972972973,1,1
36,1.0986122886681098,6.406071078133402,2.4849066497880004,0.9655172413793104,1,1
288,0.6931471805599453,6.139776787799188,0.0,1.0,0,4
144,1.9459101490553132,7.296406489089922,1.2237754316221157,0.9578947368421052,1,2
16,2.0794415416798357,7.63334544803145,1.146712083462521,0.9478260869565217,2,2
31,2.1972245773362196,8.335244365149629,0.7070685190785533,0.9813084112149533,2,2
2,1.3862943611198906,7.438383530044307,0.6931471805599453,0.9047619047619048,1,2
9,1.9459101490553132,6.970795803683085,1.8156649900816095,0.9193548387096774,1,1
6,1.6094379124341003,7.236188143419333,0.653926467406664,0.9743589743589743,2,2
10,0.6931471805599453,5.723094785688574,0.0,1.0,0,0
1,2.4849066497880004,8.46761631787212,0.9039240762369432,0.9441340782122905,2,2
306,0.6931471805599453,4.691989877940651,0.0,1.0,0,4
10,2.1972245773362196,8.298673931566155,0.8669941103629277,0.9746835443037974,2,2
7,1.0986122886681098,5.588708266810736,2.087740344494531,0.9333333333333333,1,1
8,2.1972245773362196,7.527056760684021,1.559263812343565,0.9468085106382979,2,2
89,0.6931471805599453,6.65016261231351,0.0,1.0,0,0
10,0.6931471805599453,5.0825217528963655,0.0,1.0,0,0
358,1.0986122886681098,7.172040773627522,0.5947071077466928,0.9375,0,4
112,0.6931471805599453,4.919615895709087,0.0,1.0,0,0
7,1.6094379124341003,6.116421786512366,1.1314021114911006,0.9933333333333333,1,1
4,4.465908118654584,9.24460555752905,0.7502123760358087,0.8489932885906041,2,2
198,0.6931471805599453,4.982235819574558,0.0,1.0,0,4
212,0.6931471805599453,6.60610949951297,0.0,1.0,0,4
156,0.6931471805599453,3.6948615257914836,0.0,1.0,0,4
177,2.0794415416798357,7.270090175129077,3.0338840395183673,0.3333333333333333,3,3
30,1.0986122886681098,5.922168058105325,1.8595820655668163,0.9473684210526315,1,1
243,0.6931471805599453,5.970087681348397,0.0,1.0,0,4
19,0.6931471805599453,4.590056548178043,0.0,1.0,0,0
1,1.0986122886681098,7.076130029643467,0.31471074483970024,0.9863013698630136,1,0
74,1.0986122886681098,6.233920409454565,1.7525387560747736,0.9615384615384616,1,1
292,0.6931471805599453,6.284730997853663,0.0,1.0,0,4
3,2.70805020110221,8.46225325610849,1.965422963278895,0.8103448275862069,2,2
31,1.3862943611198906,6.017375928892483,3.181520038324432,0.8333333333333334,1,1
23,1.0986122886681098,6.22408306878471,1.377926111449374,0.9666666666666667,1,1
23,1.6094379124341003,6.030108170700187,2.445685936634719,0.8846153846153846,1,1
4,1.3862943611198906,6.882868147474188,1.683307761000556,0.9666666666666667,1,1
85,0.6931471805599453,5.358094570583897,0.0,1.0,0,0
22,1.6094379124341003,7.113052528147638,1.8003432129194465,0.9482758620689655,1,1
196,1.3862943611198906,6.124420774356607,1.0216512475319812,0.9259259259259259,1,4
107,1.3862943611198906,6.283854271159006,2.2582848340974655,0.9333333333333333,1,1
4,2.6390573296152584,9.074257154786515,0.6687557274357862,0.963855421686747,2,2
318,0.6931471805599453,4.803611124661929,0.0,1.0,0,4
106,1.3862943611198906,5.010968571886377,3.1179499062782403,0.6,1,1
12,2.9444389791664403,8.640633085723934,0.6090640633494039,0.9602977667493796,2,2
174,1.0986122886681098,6.243584206658709,1.355835153635182,0.96,1,1
56,0.6931471805599453,4.413646418429337,0.0,1.0,0,0
323,0.6931471805599453,5.440120702122399,0.0,1.0,0,4
372,0.6931471805599453,3.942552210462969,0.0,1.0,0,4
9,2.1972245773362196,7.4162822628986245,1.4334598295623207,0.9318181818181818,2,2
1,2.6390573296152584,8.478855608188903,0.9819753849423488,0.9495412844036697,2,2
11,2.3978952727983707,8.151125703889235,1.2447947988461912,0.9166666666666666,2,2
53,1.791759469228055,8.023644131315471,0.7490276389544019,0.9827586206896551,2,2
73,1.3862943611198906,6.673158893621945,0.7252354951114459,0.9782608695652174,1,1
7,0.6931471805599453,5.3230099791384085,0.0,0.0,3,3
16,3.367295829986474,8.892707553816384,0.46424308663931463,0.9606126914660832,2,2
4,2.302585092994046,7.846777677658352,1.3139736995402644,0.9457364341085271,2,2
64,1.0986122886681098,6.537995095494749,0.9808292530117263,0.9743589743589743,1,1
1,1.6094379124341003,6.515127419675465,2.1465808445174646,0.9166666666666666,1,1
23,1.0986122886681098,6.49574882283055,0.4054651081081644,0.9772727272727273,1,0
31,1.3862943611198906,7.129698109719828,3.6018680771243066,0.7777777777777778,1,1
11,1.0986122886681098,6.685211547739895,1.533129719370776,0.9897959183673469,1,1
52,1.0986122886681098,6.918873244715984,0.3958956570920137,0.9857142857142858,1,0
357,0.6931471805599453,5.255148871146658,0.0,1.0,0,4
55,1.0986122886681098,6.467341519456512,2.2744142160273495,0.9722222222222222,1,1
74,1.0986122886681098,6.827499215216475,2.0984897366505306,0.9615384615384616,1,1
138,1.3862943611198906,6.782271417936915,1.2497188261141399,0.9574468085106383,1,1
80,1.3862943611198906,6.812851016782114,2.167994939021281,0.9259259259259259,1,1
9,1.0986122886681098,6.519132538569087,0.4519851237430572,0.9761904761904762,1,0
273,0.6931471805599453,6.248854923817375,0.0,1.0,0,4
291,0.6931471805599453,6.330558344434147,0.0,1.0,0,4
99,0.6931471805599453,5.724499716244923,0.0,1.0,0,0
31,1.0986122886681098,6.301354440293117,2.0944794190443763,0.9696969696969697,1,1
32,2.3978952727983707,8.082877889943946,1.0947060337010446,0.9590643274853801,2,2
14,1.6094379124341003,7.515840091091689,1.1950441735816346,0.9777777777777777,2,2
64,1.0986122886681098,6.488718490843878,3.0185469513201624,0.9230769230769231,1,1
15,2.8903717578961645,8.665252786767127,0.61673461741119,0.9625935162094763,2,2
212,0.6931471805599453,5.8555016292920445,0.0,1.0,0,4
78,1.3862943611198906,7.102836747411359,1.0296194171811583,0.9866666666666667,1,1
25,1.3862943611198906,5.607271574275358,2.9444389791664403,0.7142857142857143,1,1
250,0.6931471805599453,5.2171073111224935,0.0,1.0,0,4
254,0.6931471805599453,5.731819083350057,0.0,1.0,0,4
72,0.6931471805599453,5.519899699795292,0.0,1.0,0,0
191,0.6931471805599453,5.661222860237405,0.0,1.0,0,4
13,1.6094379124341003,7.02152136861392,1.7232916699505942,0.9558823529411765,1,1
373,0.6931471805599453,5.3320422359496575,0.0,1.0,0,4
24,1.0986122886681098,6.1565551669735745,0.13883644485421578,0.9787234042553191,0,0
82,0.6931471805599453,4.757547866408974,0.0,1.0,0,0
10,1.0986122886681098,5.84354441703136,5.736572297479192,0.0,3,3
1,3.2188758248682006,8.297124906618956,0.6201401259486106,0.9570405727923628,2,2
192,0.6931471805599453,5.437209365414655,0.0,1.0,0,4
267,0.6931471805599453,5.182625892051845,0.0,1.0,0,4
130,0.6931471805599453,6.825036493805135,0.0,1.0,0,0
1,1.6094379124341003,6.5934143287736715,1.4558876529190858,0.9819819819819819,1,1
3,3.295836866004329,9.336350802939128,0.698845201674583,0.9314285714285714,2,2
4,1.791759469228055,5.3986150878634005,3.3250360206965914,0.2,3,3
179,0.6931471805599453,4.078892457663179,0.0,1.0,0,4
12,2.4849066497880004,10.248765901285433,0.2979235665039779,0.9921568627450981,2,2
126,2.302585092994046,7.591816305180825,1.4271163556401456,0.9090909090909091,2,2
4,1.0986122886681098,5.719491768361381,1.6441234704219905,0.9411764705882353,1,1
158,1.0986122886681098,6.0332780499213925,2.018072595303544,0.9523809523809523,1,1
3,4.553876891600541,10.922617504271464,0.16965608668574259,0.9761243753470294,2,2
9,2.70805020110221,9.095133764476559,1.2013720226258786,0.922077922077922,2,2
28,0.6931471805599453,5.848805913370403,0.0,1.0,0,0
71,1.791759469228055,6.171345628362577,2.5617390818312886,0.8333333333333334,1,1
276,2.1972245773362196,8.954512200638307,0.47160491061270937,0.9615384615384616,2,2
21,2.5649493574615367,7.392056212928697,2.849880396541428,0.5714285714285714,1,1
71,0.6931471805599453,4.32280727501391,0.0,1.0,0,0
33,2.3978952727983707,8.701416272499749,0.5697202861677491,0.981042654028436,2,2
1,3.367295829986474,10.18453768218986,0.4312276570381882,0.9590747330960854,2,2
234,0.6931471805599453,4.626833825624118,0.0,1.0,0,4
1,3.2188758248682006,8.727021284180898,0.7772570011097408,0.9437086092715232,2,2
40,0.6931471805599453,5.501013282593141,0.0,1.0,0,0
3,1.9459101490553132,7.0025926197429715,2.9636439590024906,0.7368421052631579,1,1
133,0.6931471805599453,4.350277936359301,0.0,0.0,3,3
44,1.6094379124341003,7.334733968170588,1.8004931491968095,0.9473684210526315,1,1
373,0.6931471805599453,5.8609571490281995,0.0,1.0,0,4
60,1.0986122886681098,6.668914163060628,1.1342032337708123,0.9782608695652174,1,1
31,2.0794415416798357,7.306309897899894,1.0728195341063809,0.9652777777777778,2,2
1,3.2188758248682006,9.26359294572178,1.0234677784583792,0.8888888888888888,2,2
12,1.6094379124341003,7.703404894776374,0.9007865453381898,0.9829059829059829,2,2
138,0.6931471805599453,6.218878965272838,0.0,1.0,0,0
22,2.1972245773362196,6.856419878444977,1.740940220831842,0.9054054054054054,1,1
20,1.791759469228055,7.068010147426844,1.4968362355197145,0.961038961038961,1,1
239,0.6931471805599453,3.4531571205928664,0.0,0.0,3,3
269,0.6931471805599453,5.6515413628105104,0.0,1.0,0,4
94,1.0986122886681098,6.828051680471256,1.3093333199837622,0.9814814814814815,1,1
90,1.3862943611198906,8.250980330593364,0.7655676475191642,0.9914163090128756,2,2
5,2.1972245773362196,7.6499973391858,1.276126143893961,0.9568345323741008,2,2
78,0.6931471805599453,5.561335263505108,0.0,1.0,0,0
94,0.6931471805599453,4.174387269895637,0.0,1.0,0,0
23,1.3862943611198906,6.979424565672496,1.5666760530960187,0.9534883720930233,1,1
262,0.6931471805599453,4.360547602996758,0.0,1.0,0,4
274,1.0986122886681098,4.707726774313183,1.791759469228055,0.8333333333333334,0,4
86,1.6094379124341003,7.4925262902571115,0.9467499393588636,0.9690721649484536,1,2
56,1.791759469228055,7.866572791402729,0.7985076962177716,0.9761904761904762,2,2
11,2.1972245773362196,8.202868673351237,0.34939387815117345,0.9900426742532006,2,2
22,1.9459101490553132,6.870458314237744,1.889022774653262,0.9193548387096774,1,1
16,2.0794415416798357,8.530294986827844,0.88625844477528,0.9704142011834319,2,2
108,1.3862943611198906,6.051430128275416,1.9037645276045498,0.9555555555555556,1,1
85,1.791759469228055,7.778944036943872,0.9965630343139393,0.9776119402985075,2,2
19,0.6931471805599453,5.7303919480814,0.0,1.0,0,0
333,0.6931471805599453,4.718052343044764,0.0,1.0,0,4
40,1.3862943611198906,5.782347167526864,3.1245651453969594,0.5,1,1
26,0.6931471805599453,5.437687927995845,0.0,1.0,0,0
10,1.6094379124341003,6.57060281105606,3.41224721784874,0.0,3,3
29,2.5649493574615367,8.21828028862164,0.714920980109506,0.9811320754716981,2,2
14,1.6094379124341003,7.424797539358498,1.4378817299103839,0.9647058823529412,1,1
296,0.6931471805599453,7.1379697721602025,0.0,1.0,0,4
6,0.6931471805599453,6.188715766456242,0.0,1.0,0,0
33,1.6094379124341003,6.880137391945464,1.602269422955488,0.9642857142857143,1,1
49,1.6094379124341003,7.462915441057162,1.3567936967231926,0.9651162790697675,1,1
95,1.6094379124341003,7.091792030654675,1.350401438059284,0.9615384615384616,1,1
9,1.6094379124341003,7.271599462399201,0.6286086594223741,0.975,2,2
22,0.6931471805599453,4.530446639792155,0.0,1.0,0,0
313,0.6931471805599453,4.7340030578310595,0.0,1.0,0,4
122,1.6094379124341003,7.432063601299488,1.313172096290928,0.9615384615384616,1,1
46,1.0986122886681098,6.929986327823459,2.1328667083534163,0.975609756097561,1,1
283,0.6931471805599453,6.035959786994534,0.0,1.0,0,4
19,1.6094379124341003,6.620832917876598,1.0826119473216684,0.9523809523809523,1,1
36,1.6094379124341003,7.185530944616075,1.148622709242771,0.9769230769230769,1,1
64,1.0986122886681098,6.570714880987815,2.8134107167600364,0.9166666666666666,1,1
27,0.6931471805599453,4.7622594012308666,0.0,1.0,0,0
22,1.3862943611198906,6.0388489617696415,1.9872514892117548,0.9545454545454546,1,1
4,1.0986122886681098,5.871131387648096,2.2662174488231708,0.9761904761904762,1,1
16,1.3862943611198906,7.906963352039745,0.7571815423724944,0.9935483870967742,2,2
46,0.6931471805599453,6.202211578085641,0.0,1.0,0,0
65,0.6931471805599453,5.6470357407703125,0.0,1.0,0,0
26,2.4849066497880004,8.652854564021988,0.8092452958514093,0.9621212121212122,2,2
45,0.6931471805599453,4.805495367221621,0.0,1.0,0,0
8,2.302585092994046,8.283691175973804,1.4956790270774423,0.9139784946236559,2,2
15,2.3978952727983707,7.427816126487993,0.9218617769236104,0.9553072625698324,2,2
268,0.6931471805599453,4.282206299391671,0.0,0.0,3,3
40,1.3862943611198906,7.363209831835215,0.7552789616669515,0.9743589743589743,1,1
337,0.6931471805599453,5.4681445257603025,0.0,1.0,0,4
11,0.6931471805599453,4.750135956238277,0.0,1.0,0,0
19,1.0986122886681098,5.567122383230129,1.4880770554298328,0.9642857142857143,1,1
95,1.0986122886681098,6.81667016102037,1.0145291714575684,0.9838709677419355,1,1
61,0.6931471805599453,4.778114580969449,0.0,1.0,0,0
136,0.6931471805599453,4.122283930911342,0.0,1.0,0,0
11,1.6094379124341003,7.472404094245561,1.1984017592764806,0.9814814814814815,1,2
10,1.9459101490553132,8.108424632919185,0.9437139452546208,0.9775784753363229,2,2
4,3.6109179126442243,8.905612508660198,1.4670764403613057,0.7596153846153846,2,2
19,1.6094379124341003,6.769745301020691,1.2039728043259361,0.9555555555555556,1,1
10,1.6094379124341003,6.7220399699200515,1.6486586255873816,0.9454545454545454,1,1
15,1.0986122886681098,5.526488259576272,3.0099169085459474,0.8571428571428571,1,1
59,1.9459101490553132,7.11061448699364,0.9842019374903654,0.972972972972973,2,2
30,2.1972245773362196,8.681454302434092,0.7071117209103177,0.984375,2,2
94,0.6931471805599453,5.8706519268912345,0.0,1.0,0,0
10,1.3862943611198906,7.088759301542255,1.9965538818740682,0.9636363636363636,1,1
20,1.3862943611198906,6.605406169486952,0.25685460865652143,0.9928571428571429,1,0
57,1.791759469228055,7.327504547645857,0.9494429391910556,0.9662921348314607,2,2
268,0.6931471805599453,5.813354111085492,0.0,1.0,0,4
122,1.3862943611198906,6.282229363019668,2.4849066497880004,0.3333333333333333,3,3
127,0.6931471805599453,4.153242203469586,0.0,1.0,0,0
78,1.6094379124341003,6.7096579362724444,2.180417459019838,0.85,1,1
240,1.0986122886681098,6.743364009514037,1.0405484877133484,0.9846153846153847,0,4
200,1.0986122886681098,5.101085197018328,2.169053700369523,0.75,1,1
60,1.0986122886681098,7.65029720282149,0.6197646346259214,0.9905660377358491,1,0
3,1.9459101490553132,8.310739584887193,2.7782544597754586,0.7727272727272727,1,1
273,0.6931471805599453,4.693272634209637,0.0,1.0,0,4
202,0.6931471805599453,5.5556690891919835,0.0,1.0,0,4
81,0.6931471805599453,5.883322388488279,0.0,1.0,0,0
226,0.6931471805599453,5.087287645617338,0.0,1.0,0,4
4,2.70805020110221,7.924582509632199,0.4582351440882285,0.9802955665024631,2,2
13,2.0794415416798357,7.214210036757201,0.7451683653108238,0.970873786407767,2,2
74,1.0986122886681098,6.407077986267962,1.9760631872260008,0.9761904761904762,1,1
212,0.6931471805599453,6.939321773198559,0.0,1.0,0,4
24,1.0986122886681098,6.614524507599939,1.2068258733083426,0.9714285714285714,1,1
17,1.6094379124341003,6.517272375046999,2.546207175651796,0.896551724137931,1,1
262,0.6931471805599453,5.800788185931274,0.0,1.0,0,4
96,1.6094379124341003,6.499260586313608,1.6214862509502748,0.9545454545454546,1,1
112,1.3862943611198906,5.603593747400769,2.24248116892434,0.9166666666666666,1,1
203,0.6931471805599453,6.3987114002985646,0.0,1.0,0,4
93,0.6931471805599453,4.810068296960951,0.0,1.0,0,0
51,0.6931471805599453,6.067267510523482,0.0,1.0,0,0
18,1.9459101490553132,7.40263443091844,1.1797692025850495,0.9637681159420289,2,2
18,1.6094379124341003,6.218839134950008,1.2878542883066382,0.875,1,1
125,1.0986122886681098,6.145643797955656,1.269760544863939,0.96,1,1
92,1.3862943611198906,6.009132544761389,2.2407096892759584,0.95,1,1
157,1.0986122886681098,6.569705799166569,1.955388893009857,0.9666666666666667,1,1
9,1.0986122886681098,5.992738734985712,3.4446824936018943,0.9166666666666666,1,1
12,1.3862943611198906,6.550480154971372,1.8271613962789708,0.9459459459459459,1,1
62,0.6931471805599453,5.681264163225599,0.0,1.0,0,0
61,0.6931471805599453,6.325469456665338,0.0,1.0,0,0
269,1.0986122886681098,6.8512907420010105,1.1394342831883648,0.875,0,4
263,0.6931471805599453,5.3047466543129405,0.0,1.0,0,4
1,3.58351893845611,8.916649616826117,0.16769643384790495,0.9832935560859188,2,2
53,1.791759469228055,7.537248880061448,1.2414634132414346,0.9550561797752809,2,2
11,2.5649493574615367,8.150525630015984,0.8528689054366589,0.9385474860335196,2,2
3,2.995732273553991,8.416818006100614,0.9950138880036826,0.9380952380952381,2,2
18,2.4849066497880004,8.06329595503614,0.4457390072461043,0.9794520547945206,2,2
1,2.772588722239781,8.584333948798262,0.768048488733063,0.9619047619047619,2,2
37,0.6931471805599453,5.38623666458592,0.0,1.0,0,0
31,1.0986122886681098,5.626037126031348,1.6376087894007967,0.9285714285714286,1,1
113,0.6931471805599453,4.941499555261394,0.0,1.0,0,0
64,1.0986122886681098,6.383388384649479,0.8070914399091631,0.9655172413793104,1,0
16,1.6094379124341003,5.5583712718823435,2.866274206317104,0.5714285714285714,1,1
41,0.6931471805599453,6.298452800117238,0.0,1.0,0,0
78,0.6931471805599453,4.932673752626544,0.0,1.0,0,0
122,1.3862943611198906,6.704242771617076,1.262915339959386,0.9761904761904762,1,1
18,1.3862943611198906,7.032747819149021,1.8887517352153647,0.9444444444444444,1,1
60,1.0986122886681098,4.5502915244781015,3.0834378539730967,0.8333333333333334,1,1
331,0.6931471805599453,5.309207849379209,0.0,1.0,0,4
23,1.6094379124341003,7.904748193336201,0.8857206657894772,0.9838709677419355,2,2
156,0.6931471805599453,5.8919480330707374,0.0,1.0,0,0
39,1.0986122886681098,6.362924649913461,2.2155737160044158,0.9666666666666667,1,1
190,1.0986122886681098,6.773926699344786,0.7482069577429727,0.9811320754716981,0,4
360,0.6931471805599453,5.309257306586371,0.0,1.0,0,4
137,0.6931471805599453,4.481871969643598,0.0,1.0,0,0
8,1.6094379124341003,7.645325960844005,0.7017309242513368,0.9655172413793104,2,2
1,0.6931471805599453,5.8888779583328805,0.0,1.0,0,0
268,0.6931471805599453,4.966335035199676,0.0,1.0,0,4
169,0.6931471805599453,5.921283469984221,0.0,1.0,0,4
104,1.6094379124341003,6.428250657915328,1.205222023726368,0.9625,1,1
155,0.6931471805599453,4.1705337005796475,0.0,0.0,3,3
351,0.6931471805599453,5.7085046409915305,0.0,1.0,0,4
4,2.3978952727983707,7.601832027360015,1.713797927758343,0.8875,2,2
120,0.6931471805599453,2.772588722239781,0.0,0.0,3,3
23,1.3862943611198906,7.189944794924268,1.4954936530848826,0.9615384615384616,1,1
7,1.791759469228055,7.2846768692730555,1.3429140654896654,0.9622641509433962,2,2
28,1.3862943611198906,7.032650739053453,1.6399534563600509,0.971830985915493,1,1
4,1.0986122886681098,6.396212731621162,1.916922612182061,0.96,1,1
22,1.791759469228055,7.35007933912113,1.6300041900155775,0.948051948051948,1,1
2,1.3862943611198906,6.655363127308804,0.7719280584130596,0.9672131147540983,1,1
37,1.6094379124341003,8.3608691515521,1.32687094064909,0.9615384615384616,2,2
66,1.9459101490553132,7.729594662150938,1.213681618452897,0.975609756097561,2,2
1,1.3862943611198906,6.464214402021743,1.0445450673978338,0.8947368421052632,1,1
5,3.295836866004329,9.29160233605445,0.5544898909890501,0.9663157894736842,2,2
78,1.6094379124341003,7.345816642793289,0.826678573184468,0.9809523809523809,1,2
72,1.0986122886681098,5.818182014964697,0.9382696385929303,0.8888888888888888,1,1
17,0.6931471805599453,5.300714491147758,0.0,1.0,0,0
3,1.791759469228055,6.670576188703463,1.6094379124341003,0.8,1,1
36,2.3978952727983707,8.495501621190156,2.0068708488450007,0.9,2,2
82,0.6931471805599453,6.516636764580894,0.0,1.0,0,0
39,2.1972245773362196,8.196649026863438,1.3909563742257018,0.9439252336448598,2,2
316,0.6931471805599453,6.949933153881006,0.0,1.0,0,4
32,1.0986122886681098,6.672032945461067,3.0881975012260847,0.9375,1,1
93,1.3862943611198906,7.040475092365302,1.665527379085144,0.9615384615384616,1,1
14,0.6931471805599453,5.863347044327539,0.0,1.0,0,0
82,1.3862943611198906,8.17126599722425,0.6051138310746225,0.9925093632958801,2,2
77,0.6931471805599453,6.679749928251019,0.0,1.0,0,0
158,0.6931471805599453,6.082264571434421,0.0,1.0,0,0
201,0.6931471805599453,6.758233867538541,0.0,1.0,0,4
45,2.0794415416798357,9.145486067651015,1.0490153475287376,0.967741935483871,2,2
261,0.6931471805599453,6.65524728153801,0.0,1.0,0,4
178,0.6931471805599453,5.718441175664861,0.0,1.0,0,4
68,1.3862943611198906,7.660547778468523,1.0302349912233728,0.9913793103448276,1,1
